Basic Income, Rent, Food, Transportation, Utilities, Clothing, Leisure, Healthcare, People
54354,16831,19981,5794,3672,1876,1431,2139,2
48658,22868,20881,9462,5026,2803,1157,2688,3
39657,20525,15872,10416,6828,4628,2819,3522,4
95919,54889,24377,7420,6630,3117,2104,3940,1
92400,35386,28185,8598,5333,4102,2447,6039,2
62467,41893,31347,9943,7356,6383,2174,5050,3
136352,61503,38821,18009,9949,6593,3609,7514,4
116999,17161,21407,8198,6198,3652,2444,4158,1
155540,13954,33240,12894,8048,3584,4927,5641,2
89143,10511,38192,12371,10059,6659,3860,5776,3
152494,15628,35985,18132,10576,6504,4489,5939,4
234364,47923,28237,17150,10105,4804,4280,7885,1
230377,35621,52015,18902,12737,5970,5418,8155,2
203018,46455,61025,20871,11522,5976,5987,9589,3
149363,50636,42965,16394,17308,7160,5825,6755,4
201532,48910,42449,17658,8693,10289,5152,7963,1
246916,43884,56331,28759,19266,10864,7171,13451,2
350639,59580,41958,32622,25309,15633,6866,15404,3
250397,38354,54165,34117,27878,17514,9714,14740,4
76262,17954,12253,3944,1629,1645,893,1946,1
30864,16798,13428,6039,3197,2407,880,2631,2
54942,15911,18301,9282,5956,4592,1956,2145,3
54552,18773,37913,6298,8503,3667,2060,5287,4
77522,42347,14665,8331,4914,4392,1593,6038,1
99135,41830,15524,11343,6994,3350,1877,4227,2
83665,61596,23191,7629,13345,3770,3155,5016,3
140360,31678,19304,8210,8604,7334,4652,7764,4
157871,21318,34397,8310,6579,4376,5139,7916,1
120365,15235,27220,13228,8339,5883,3098,4553,2
96217,18767,33258,16577,9749,5129,3904,8394,3
175352,19605,34865,12961,6657,5704,3945,9631,4
212513,44859,23390,19964,8340,9910,5084,7149,1
186686,36559,85650,11220,13258,6920,4232,6213,2
172276,42021,79314,15886,11342,9969,3332,7851,3
166992,24631,33803,24513,25577,8347,3708,10076,4
292342,32254,50492,15972,7730,10081,5240,8218,1
494618,60750,49781,17285,18849,11516,7508,8863,2
202863,62067,63781,44014,12711,6748,10396,17861,3
325786,49242,82969,46241,17010,20571,9948,22860,4
61943,16435,9901,5039,3055,3041,1228,1934,1
75047,14009,15869,9138,5641,3291,1013,2665,2
43246,16758,17294,9506,4436,3692,1435,2690,3
50242,19437,20543,9876,5833,4911,2149,3572,4
86826,56501,18684,7272,5345,2773,1705,4701,1
72453,30762,19312,10322,5984,4252,2100,6146,2
66668,50497,29401,8431,6887,5133,2233,4370,3
119016,56334,44455,14736,7003,5626,2047,8575,4
131780,7872,23099,10358,9521,3538,2830,4557,1
123853,21171,50376,16282,6286,4571,4206,5002,2
85755,17591,32099,11355,10725,8013,3549,5437,3
182319,20701,37875,17606,8161,7349,4610,6426,4
163926,39141,31490,20253,8387,5236,3076,6289,1
197828,39535,51771,19216,9979,6940,4904,11359,2
143535,68328,50337,18381,11344,6846,5702,7477,3
209469,64219,56287,15540,17326,10633,4865,10423,4
260149,49707,26661,26723,18098,14055,8005,11318,1
271612,41535,49133,27315,12476,17695,7197,13600,2
295331,45294,58551,27287,23757,16680,6677,12300,3
198293,52915,61843,28230,17088,15169,11825,12579,4
61865,19240,10104,4301,1616,1345,871,2149,1
32783,15658,15545,7575,2608,1889,994,3171,2
67604,12269,17999,12151,8625,3320,3400,2567,3
51867,21011,19485,6443,6279,4613,3037,5675,4
77782,50695,16821,6701,3170,3490,1450,5011,1
77341,49080,25705,13842,5795,3437,2311,3788,2
59599,50510,23108,9700,11040,4264,2965,6360,3
164315,41842,23421,11072,7890,9269,3943,6430,4
156751,23385,29594,7599,7921,4572,4043,7945,1
186681,16563,27776,10867,12040,5388,2135,4771,2
110078,18300,35777,13075,9778,6127,6008,9853,3
164389,18282,47502,19287,6511,6937,4693,5176,4
197771,51703,26049,18534,9276,6782,4370,6505,1
207083,31484,68418,15237,13268,7471,3662,7786,2
173388,54179,48391,25540,12944,6636,2864,7225,3
192355,24130,44565,25742,22136,8964,4421,8975,4
265967,49149,36232,14489,7853,10884,5097,10040,1
530604,57117,65980,28204,17310,11636,6194,11990,2
279346,45700,61910,36099,13099,9977,9887,19043,3
309747,38621,82193,50580,20269,23244,9517,23611,4
58642,18322,10771,4999,3132,2654,1072,1728,1
70096,17365,13798,6446,4662,2128,1244,1891,2
41137,21223,19728,9876,6569,3300,1499,2802,3
56393,19727,19669,10941,6172,3354,2404,3321,4
98585,41599,18176,6888,4978,2552,1934,3821,1
96362,40251,29638,10151,4933,3731,1888,3528,2
103312,49923,32327,9789,5898,5448,2177,5917,3
118316,67951,33470,18425,8954,5098,3676,6833,4
154054,13684,27545,9038,6272,2957,3813,5346,1
162349,21081,33226,12190,7340,3871,3728,5278,2
117247,16272,48398,17176,8590,5741,4577,5833,3
141915,15321,55031,20512,10064,7439,4110,8000,4
177229,43582,26021,23226,9686,4246,3979,8208,1
169372,47074,46602,26867,14694,8315,4613,10403,2
156967,54358,52888,16979,13342,5849,6016,10934,3
159174,50729,75909,18906,15770,8623,6209,8544,4
325992,38264,45885,24404,11517,13544,5138,10927,1
226843,43836,60123,27913,19984,13382,8105,13075,2
281020,47392,61733,28726,23100,16441,7115,15187,3
198178,40998,55604,40210,21868,14099,10280,11365,4
74868,17404,11512,4139,1725,1737,1208,1925,1
28418,17025,17585,8266,3146,3002,810,2393,2
54053,15384,18309,10347,6523,5073,2217,2343,3
70997,14151,33887,7957,7221,3866,2719,4475,4
83386,47846,16297,6414,4979,3676,1405,5050,1
107115,36387,18924,10396,7669,3372,1990,4575,2
72257,64741,26226,8070,15078,3848,2402,5581,3
152357,28272,18917,9178,6094,7894,5019,7898,4
145288,24228,32069,8202,10641,3733,5246,6914,1
115984,18519,39268,11571,5796,4494,2244,5699,2
123303,15574,26200,18143,11418,6842,3838,8152,3
136768,20345,42219,20061,9320,5458,2870,9372,4
182847,54767,31610,18123,9540,7188,4182,6412,1
138503,54004,66128,16969,11950,7043,4007,9148,2
147347,32328,66601,13015,11664,7655,4520,7562,3
272899,27572,41063,27245,20327,9421,3873,8755,4
260894,45214,47540,17525,8562,8425,3682,6791,1
482899,59743,60966,17701,20202,9024,7293,9041,2
202551,40829,47998,46398,10334,6724,9990,22780,3
392621,53413,64308,48553,17914,23357,8434,27983,4
51724,14715,12985,5559,2862,2132,1066,1503,1
60795,14002,13552,7088,4497,3389,1286,1391,2
49200,16246,17027,11547,4691,2674,1799,3541,3
37480,20602,13008,11115,4806,4591,1688,2736,4
84752,69489,19212,8616,4520,3543,1543,2863,1
59339,35577,16253,9609,5622,3522,2338,4076,2
83466,51210,29901,8020,6861,6488,2397,4073,3
123193,56169,47793,15285,8231,6823,2541,7562,4
125675,15467,30201,11270,7734,4066,2787,4879,1
125984,23643,37775,15319,7772,4418,3770,6322,2
60325,17603,39797,13040,6829,5580,2493,5732,3
155659,17684,40996,19999,7534,6603,4446,7805,4
186232,37571,35295,21671,9703,6780,3360,8591,1
168361,44891,46918,17481,10918,5074,6329,9972,2
198981,49272,40960,18260,11409,11864,6301,8598,3
190504,49597,50210,14922,13605,8720,5462,9391,4
269413,52250,39337,15604,11265,14703,6894,9883,1
261455,38205,57737,31460,13214,12809,7618,10992,2
224182,31943,71692,27665,22564,10141,6241,15534,3
263850,39002,63890,40379,15118,14156,13795,13073,4
73779,19456,8548,3236,2058,1591,802,2139,1
31893,20574,11324,8940,3133,1845,1481,2801,2
54294,15949,19455,14054,8893,3324,2434,2379,3
50702,13636,35837,7557,6770,4175,2437,4139,4
66180,44679,14527,5835,4024,3077,1345,3811,1
73890,45236,19237,14134,9142,4635,1777,5061,2
58070,49010,22597,8469,11113,4422,2030,6518,3
147963,33740,21474,11274,7552,7437,4239,8783,4
132245,19776,28917,5610,7636,4013,4609,7115,1
153949,18590,25484,10314,9667,5998,2595,5553,2
118159,19048,23675,14010,8413,4834,4422,6468,3
177208,17663,45744,19017,8175,7398,6703,5689,4
139984,58768,34511,19778,8900,6333,5038,4645,1
234636,36602,68721,12871,11843,6201,3251,6544,2
151393,39523,32836,22334,8545,6022,3564,8096,3
184812,33863,56557,29686,26400,8079,4424,12445,4
287918,35772,42894,17139,8641,8305,4127,8636,1
531918,36361,63658,28995,16700,9668,8638,11952,2
236901,64774,63198,24606,15105,8819,8397,13556,3
321581,39915,92710,49327,24536,19955,8920,23105,4
64035,14721,9442,3222,2852,1863,1080,1679,1
56910,19877,18704,4427,4011,1890,1184,2110,2
46497,21143,18882,9251,8158,3952,1088,2304,3
35864,19509,20920,11759,6714,3333,2560,3252,4
87747,50918,22503,7551,5371,2705,2092,2990,1
92626,36737,26316,9582,5715,3750,2613,4744,2
76194,39337,31736,7592,9028,8659,1762,5188,3
139103,48411,48226,19280,10681,5644,3354,6372,4
106794,17715,15321,7737,6614,3857,2759,4322,1
115643,16983,29714,12197,8484,4159,5231,6221,2
116663,10862,45322,10736,10927,5866,2927,6840,3
144078,14277,27678,21157,11243,6858,4314,6512,4
255889,45136,24535,19558,11976,5727,4307,8708,1
215953,34811,49633,20932,10221,5687,4378,8066,2
163957,54112,55644,19383,10847,6962,8880,6293,3
198380,73581,62788,21194,21301,6217,5033,6693,4
267236,43868,28552,20505,8403,12819,4413,7687,1
267101,47169,66125,23882,17465,10929,6263,14307,2
439188,38998,46726,33993,24010,11733,6324,15310,3
217778,46064,59560,32195,29530,19630,11319,14214,4
77860,19433,10220,3325,1509,1635,1140,1992,1
27929,18661,15580,6134,3888,2793,1130,2608,2
54227,17245,17310,8221,5727,4274,2124,1936,3
54365,13874,40941,6354,9011,3177,2434,7024,4
64717,47477,16801,9005,5387,3237,1671,5656,1
106029,44039,18328,10410,5995,4364,1506,3299,2
65908,66286,21053,6142,10319,4711,3847,6068,3
141698,27569,19539,9725,8738,8546,6293,6658,4
170723,18471,36535,11224,7688,4033,6214,7392,1
134364,13322,35948,8429,7057,5236,2439,4092,2
90786,19597,24020,17521,10719,4880,3638,7714,3
146607,15646,34580,13750,5697,4956,3702,8015,4
162717,53399,19587,17910,6751,8894,4749,6168,1
197845,30665,82475,12819,13821,7697,3857,5547,2
176681,35223,80025,16223,9841,8722,2637,6878,3
162660,28856,37071,23013,29729,5634,3261,8486,4
414879,35456,50144,20528,7715,11203,5261,7300,1
522308,46047,42042,21583,22756,10035,6410,10154,2
208465,65243,65152,51701,12870,6654,9941,20464,3
323109,45845,90427,43347,18800,24370,9972,20130,4
44719,18005,12490,5534,3384,3060,1014,1274,1
62482,14304,19263,10632,5411,2924,1005,2839,2
41264,19079,17485,8285,4979,4743,1350,2983,3
52287,16272,20221,10879,5320,6117,1846,3429,4
98249,48776,16643,9042,5362,4467,2126,3941,1
67849,32477,19426,7913,5002,5746,2450,5760,2
53276,54864,28628,12967,8107,7177,2275,4378,3
164562,54669,47407,17126,8888,6322,2759,10308,4
176050,12253,29125,10217,8182,2963,2700,3762,1
157755,20369,50943,12413,7152,4660,2604,5992,2
85196,14167,36871,11538,9364,7336,4714,5425,3
153860,20627,41789,18817,6642,7087,4015,5385,4
131406,37290,26474,14701,11082,6267,3110,8379,1
213162,40466,63494,15627,10602,9260,5034,8630,2
125558,62083,48898,19439,14069,8491,6280,8369,3
222954,52574,59426,14216,17583,10158,6298,8279,4
282702,51517,25204,33304,13209,13444,9373,9955,1
271664,40639,57786,29290,14644,15227,7946,12789,2
273561,34439,72800,38398,21580,18420,6360,11714,3
185947,30664,50358,31338,21876,13417,11206,13014,4
47583,19517,7971,5303,2406,2001,858,1782,1
53794,18714,14012,7156,3414,2418,1472,2683,2
59582,14189,20180,10997,4537,2961,2298,3123,3
64066,15988,17410,10064,7033,3216,2773,3363,4
89263,55193,20293,7866,5333,2935,1985,3107,1
74362,46332,19628,11718,5542,5889,2321,4124,2
88078,37380,25510,16294,9448,4710,2896,6334,3
104198,51522,34960,14875,8215,5708,3538,6048,4
167060,20862,36646,8938,5911,3689,2715,5330,1
135120,16212,27767,12912,9162,4848,2854,6186,2
164496,18045,51821,16412,8816,5342,4143,6024,3
157766,19996,47750,16225,7193,6360,3829,8208,4
193924,45869,40142,12408,7293,5074,4154,7548,1
233942,50878,54837,17504,15113,7156,5619,8300,2
191868,46771,46445,19493,17663,10491,5105,7359,3
177072,45412,58560,24279,15082,8488,6190,9553,4
352705,50827,53712,22053,20795,9406,4245,9932,1
275839,42104,71650,22146,17102,13693,6787,12794,2
276370,35510,55155,33828,17246,15114,8178,12507,3
246783,53155,70435,34568,25255,18431,7604,17075,4
45194,22716,9471,3895,2263,1261,1118,2086,1
35653,18917,13403,4147,3380,2067,1097,3238,2
56894,11964,14157,10717,6203,3374,3054,2633,3
64138,16934,22376,6651,7010,5219,3026,6277,4
75909,52054,14506,8109,3762,3154,1373,5133,1
90731,42429,18563,8755,5449,3354,2087,5473,2
58282,79104,22487,8309,10741,3063,2708,6480,3
104969,43935,30858,11838,8163,6724,3889,8055,4
175373,20273,36133,9244,11918,4020,4001,6162,1
150875,18716,33587,10774,11245,7304,2581,5141,2
160119,19423,20311,14555,10285,6033,4727,7680,3
144430,18029,47112,19448,9111,6096,6110,6235,4
185373,36052,25797,21522,9843,6068,4566,4846,1
152871,44766,78528,16554,17808,6272,4063,8051,2
159675,45727,48365,21729,9418,10638,2845,7179,3
167049,30871,49336,21131,22244,8767,4213,9828,4
293127,52303,38319,21658,8128,10514,4751,12025,1
376257,50686,52974,22078,21559,11481,7953,12840,2
226139,52746,55420,34390,7390,11144,11473,23132,3
322316,46905,68791,51107,19082,23169,10686,17549,4
53197,15620,9069,5539,3234,1978,1060,1645,1
64762,18561,14844,6564,4797,3147,1656,2153,2
43757,16429,16100,8125,5506,3318,1434,3589,3
47907,18923,17480,12667,4693,3290,2036,3450,4
114693,53241,21535,7186,6476,3069,2043,4172,1
90599,35896,26371,8055,3632,3502,1800,4517,2
84943,37443,28215,13060,7740,5287,2622,4195,3
105331,53682,43763,13289,9344,5951,4105,6991,4
162538,14305,24872,8511,9683,3211,3449,4683,1
152811,25623,39892,13321,8378,5132,4316,5718,2
97059,18611,32766,12704,11482,5160,4874,6887,3
215504,16866,45228,15922,10278,5838,3016,5755,4
162100,38945,32483,15553,9075,3321,4811,8812,1
200796,44351,40181,22623,10301,7967,5251,11484,2
152841,45471,39715,19018,12861,6714,4457,9648,3
186260,44502,46607,16204,20520,7144,5795,9243,4
209253,53820,42105,23491,10009,11421,4944,8679,1
241717,47098,69506,24598,15592,12948,6154,14715,2
286229,41018,76671,33626,17038,12367,7750,20278,3
219828,49520,62630,38573,30542,15248,12053,14303,4
60384,26223,10822,3751,1428,1416,825,1809,1
39186,22252,16916,8702,3185,1737,905,3015,2
59539,11245,19639,12012,7187,3602,1945,2154,3
54775,18682,31406,6069,8276,3410,2442,4694,4
87150,40583,10693,5393,5424,3736,1614,4138,1
96812,37827,17733,9503,7862,4631,2584,5363,2
69928,47635,20095,8612,12566,4541,3145,5281,3
122329,35047,24558,8738,5837,5752,4356,9901,4
134630,18471,33559,8746,6466,5509,4059,7120,1
153905,21752,29128,11440,7035,3680,1726,4198,2
85893,15725,29828,16929,9263,5370,5355,7404,3
99963,17412,49119,14649,8104,5950,3566,8805,4
165658,42973,33274,17273,7867,8945,4949,5471,1
166146,45102,93089,16479,12390,8650,3432,7781,2
139130,46650,54955,19102,8256,8690,3095,7685,3
234487,27794,40470,26166,21811,8377,3327,9334,4
308068,48171,41257,14126,7830,10325,3280,10825,1
456219,50740,52124,23749,21348,12322,6754,12052,2
248710,68190,46151,41610,12860,6724,10310,22947,3
237093,40377,74003,36400,20328,22110,6313,18039,4
73781,19378,7151,6787,3068,2553,1094,2236,1
59228,17492,19937,6199,3699,3155,1224,2349,2
45950,14250,27258,9061,5324,4114,2130,3292,3
53385,24451,15418,9984,6127,3103,1414,2936,4
99172,60469,20183,6929,5338,3173,1886,5120,1
60576,33828,19326,9722,4953,4629,2149,4507,2
79540,45805,21045,10018,5586,5663,2738,3262,3
126768,49335,53433,14969,5665,5744,2849,7580,4
132959,14259,25363,6123,6298,3824,3173,4130,1
137694,27065,30599,14795,7753,3972,4248,4725,2
76640,16655,34325,12933,8620,8201,3063,6603,3
153314,15041,27176,15885,8851,5633,3860,7167,4
164411,35407,31397,16312,10694,3984,4281,7812,1
186154,30486,44387,14329,11712,9147,4404,8801,2
149382,84516,43822,18308,11893,7761,5857,8385,3
177390,53991,49200,17878,14098,8138,5884,8048,4
256544,48234,38561,20536,14761,11820,4384,10696,1
316971,34513,39312,28946,12359,12222,5635,12079,2
269868,33668,64948,30686,19570,15782,6314,16813,3
196518,39032,64923,40371,14547,18210,15583,11519,4
69472,20739,9129,3158,2202,1306,746,2197,1
44222,20826,9765,7940,3673,1837,1469,2244,2
76971,19279,18591,8855,9534,2901,3284,2549,3
43351,16787,23142,9219,5200,3742,2523,6127,4
77918,54233,14747,8359,4841,3101,1261,4438,1
98835,47204,19856,9225,7653,3294,2499,4745,2
47395,36323,27028,8499,11974,4483,2664,5271,3
134177,21979,18955,11940,8292,8691,3920,8225,4
174608,19119,34329,7187,7941,5043,3683,5852,1
143574,20961,25921,11042,10801,5875,2614,5868,2
108539,15722,32067,15054,11082,7875,4600,7527,3
161242,22242,39285,17521,8542,4861,5634,6759,4
135214,42232,30512,17332,13215,5828,6267,4858,1
217073,43540,66872,14069,14306,5913,2075,6065,2
161760,45788,48177,19154,11497,6882,3960,5838,3
174290,31853,62572,29238,21873,6383,4189,14360,4
297367,38333,62997,19806,10547,7997,3708,9764,1
460145,46303,47448,31315,16964,10629,7081,12674,2
187348,62183,82131,25372,19189,8426,9486,15647,3
387789,43412,98083,39917,18648,14642,8697,22931,4
55873,16053,11029,3492,2220,2649,1203,1987,1
52183,18536,18278,6590,3984,2273,1074,2915,2
32226,27404,16616,7161,4654,3873,1202,2344,3
34142,23865,19324,14291,6390,3616,2535,3236,4
97803,47611,20187,6495,6095,2292,2279,3944,1
97602,19451,22916,6849,6139,3551,2319,3966,2
77573,40596,34279,7562,5135,7031,1666,4601,3
163044,53873,42855,19327,9107,5951,3568,7554,4
132321,13698,26174,7517,7406,3206,2819,5188,1
125122,16684,23769,11459,7576,3089,3728,5220,2
95061,16486,37231,15002,11207,7221,3651,6188,3
161733,22782,32769,16983,10247,4985,4794,7096,4
145002,38096,27813,17380,12109,4701,3273,6071,1
230634,40188,40636,21703,10729,6591,4959,7947,2
233252,56958,51310,16598,12128,5912,7546,9938,3
156834,57204,47533,18189,21844,7623,5525,7614,4
205987,50751,44981,21873,13937,9720,4754,6954,1
280152,43564,73678,30586,14612,9924,7319,11629,2
254202,51241,77703,22953,24802,15919,6986,18514,3
223291,34491,39596,33546,29548,17334,9443,13539,4
81644,16697,12580,3757,1297,1851,1048,1428,1
29833,12267,13354,6928,4877,1776,929,2549,2
54506,15200,13856,8261,5706,4943,2472,2229,3
44236,20158,34126,5026,8394,2791,2717,6454,4
71871,40425,13149,7530,5482,3247,1657,4263,1
86710,39981,22893,11669,7605,3546,2567,3830,2
76168,71208,19896,6710,11790,4149,4663,4858,3
162079,32942,20837,8218,8449,6206,4363,6459,4
189359,21901,33757,6523,7982,3500,5557,8847,1
126299,12628,28228,13970,8046,6205,2891,5844,2
103060,21708,25643,19016,11624,4588,4953,6443,3
159206,18782,51339,12136,7056,5508,2866,9673,4
245948,51655,24062,20049,9457,7276,5180,6511,1
166258,34905,70996,13038,12596,6593,4738,6729,2
188506,33860,73016,15183,11254,7818,3188,7713,3
187084,30047,30738,22744,17090,8226,4124,8028,4
271147,32417,40819,15965,8064,10340,5183,8963,1
527805,55660,35962,15948,17268,10295,7611,8464,2
224307,55720,57023,46594,13748,6499,10498,18557,3
461864,45946,69040,55233,24496,22411,9496,21922,4
61164,14860,8962,4480,3183,3341,1293,2501,1
62287,18023,22964,7138,5027,3940,950,1958,2
47321,14589,22841,8952,5437,4107,1185,2686,3
45547,15713,21235,8377,4981,3363,1797,4023,4
82672,44203,17577,9371,4873,3148,1579,3643,1
73946,22914,18224,6962,5614,4069,2573,5223,2
72989,45103,21918,7934,7029,7014,1921,4901,3
167120,46146,56350,19225,7539,5766,2502,7372,4
135842,10139,30013,11276,9272,3367,3297,3998,1
154096,21237,33829,15688,7241,5121,4180,5423,2
67622,18102,34239,14133,7555,7102,4050,5084,3
128766,19505,58255,21454,8475,5872,4197,7542,4
132686,49662,28035,18229,9311,4591,3410,7735,1
253657,47865,60677,19734,8814,7151,4414,10142,2
148096,74912,43439,18630,9256,8407,5948,8199,3
136688,60737,70964,17694,19548,9094,6123,10101,4
272603,68750,25051,32920,13845,14286,9528,8540,1
242453,46789,48836,30839,13139,15682,5296,13704,2
261414,37747,69865,30334,23066,17180,5916,9690,3
171618,62630,59248,31640,18083,13624,11706,10994,4
64012,18287,10649,4852,2117,994,1015,1768,1
33164,21514,10161,5688,2647,1427,1122,2915,2
56361,15443,22736,13705,8129,3686,2515,2576,3
70993,15806,25433,6696,9064,5742,2710,5223,4
75493,43662,19888,6665,3316,3614,1531,5084,1
81376,45444,24176,10572,6837,3548,2176,3300,2
60129,47190,23409,8293,11539,3453,3299,5649,3
214325,39538,18514,11635,5692,6154,4321,7012,4
144135,18351,39442,7432,6657,3587,4962,6544,1
193477,16751,31452,9465,8514,4144,2240,5017,2
79663,18552,39889,15727,13469,5679,4928,10526,3
200946,19901,50272,17019,5734,5898,4009,5551,4
157325,49216,32952,22563,7208,7984,3985,6426,1
180862,47344,76745,15745,15449,6122,3331,6858,2
195737,55939,36247,24294,12258,6378,3350,5838,3
170246,27347,49143,32158,21897,9625,4511,11987,4
270040,46732,34187,21624,7800,13323,4397,8943,1
575514,42050,51537,25171,16938,11376,6727,9448,2
234119,50121,55387,36296,12287,12691,10940,16867,3
325114,42028,82629,45952,16743,18355,8985,20483,4
54904,21322,12212,4746,3530,2715,1103,1246,1
52387,20930,10167,6745,4735,2701,1548,1920,2
51857,16182,17258,7811,6309,3011,2215,3148,3
51577,21368,19740,8630,6461,3288,2729,2839,4
130440,36759,20965,7527,6722,2528,2115,4926,1
86561,46508,24851,7615,5244,2759,2111,3450,2
99867,51022,26055,9042,7332,5787,1718,5340,3
127986,78006,38126,17106,7852,6314,2870,7086,4
175440,12417,29068,8566,7834,2914,3507,2546,1
163818,18752,43830,13569,8767,3730,3938,6200,2
87606,16746,50226,13611,8567,7113,3679,6397,3
135480,14217,36522,20566,8980,7405,3256,6563,4
146253,40571,21336,17458,9495,4408,4096,9518,1
222760,40800,45555,26325,13559,7751,4329,8623,2
164937,55556,61401,17006,16351,5551,6299,8356,3
182731,50822,71972,27407,16955,10672,3946,8701,4
299925,37158,66730,20301,11875,14696,4946,11232,1
220153,49562,52481,34140,18253,12685,8407,10199,2
284097,40750,58543,26576,25508,13812,6166,12241,3
260574,44997,70373,35013,21850,11664,9744,11734,4
58241,19916,10279,3252,1771,2051,1313,1707,1
29944,16268,19881,8767,3885,2713,663,2595,2
43879,15557,19275,11839,6043,4246,1866,3016,3
51096,17384,38479,6252,6778,3681,3486,3625,4
71108,45879,16222,7359,5664,2873,1276,4392,1
90765,38331,15692,13827,6731,3609,2091,4339,2
71689,73859,22588,9203,8575,5179,2157,6755,3
151730,26548,26124,9185,6517,7157,3209,9128,4
132575,30169,30287,8164,8410,4189,4685,5214,1
142266,19824,30225,11574,8459,5369,2361,5806,2
89281,19339,26106,19162,11938,4608,4619,8659,3
153093,23864,40167,17387,6645,5979,3051,11340,4
156800,46949,29485,21741,12795,9065,4103,6959,1
183860,47181,85015,17661,11747,5544,3203,8754,2
135699,37446,66443,15461,10344,9349,4813,5976,3
206265,41295,39611,30218,20580,7691,4591,12423,4
298839,39640,44343,19409,8682,9635,4569,6350,1
380859,56073,59390,17591,14591,10238,6223,8180,2
182250,52944,62978,53478,9224,5973,12210,20939,3
323139,62125,62411,48843,21180,21051,7384,28105,4
47471,13216,10934,4177,2859,2109,1105,2002,1
56225,12599,16580,6357,5030,3680,1266,1540,2
51590,14728,20975,9979,5022,2793,1872,3734,3
54780,18278,14005,9705,5018,3838,1634,3945,4
114721,52514,19641,10088,4384,4037,1959,3194,1
83009,33986,16112,10790,4494,3155,1798,4254,2
62865,54762,26360,9910,6369,6481,2553,5188,3
121387,38168,44974,15824,5307,4104,2775,7096,4
143711,10898,27645,9768,7837,5180,3014,5086,1
113448,24502,31633,17925,7752,4648,3566,6852,2
67827,19289,47738,10778,6682,6882,2941,7217,3
157790,17643,43470,22076,8131,7302,4890,5519,4
167655,54005,37554,28733,12134,7439,2925,8693,1
143046,47962,41992,17821,10057,5103,5901,10828,2
190230,57598,40578,19999,14512,10379,5571,7205,3
205202,49671,31799,13352,15614,9868,4663,7413,4
347235,48263,29183,18721,11572,15318,4924,11831,1
276659,45868,57526,17979,12041,12463,7791,14773,2
253007,31700,69507,24241,22854,15045,5089,13244,3
274481,46004,76211,38227,15115,16202,14338,13038,4
66025,30380,8545,3917,1994,1365,744,2048,1
35978,21404,13643,7985,2499,1992,1424,3121,2
49511,14145,21102,17079,10728,3474,2130,2517,3
67228,13457,39409,7141,5087,3919,2126,4178,4
69377,61717,13252,5531,5135,2573,1515,3603,1
63690,48752,16647,13553,9419,2912,1822,3806,2
69817,48106,26479,9042,14055,4874,2101,6878,3
158229,29422,28789,9595,9034,6628,4131,9229,4
95264,22897,30038,5040,10095,4262,4138,6994,1
146034,23666,33232,7238,8284,6101,2289,5535,2
125807,15010,26709,19484,10141,6959,4133,4874,3
176559,17755,40050,19181,8979,5569,7365,5394,4
148478,47697,41023,18787,11346,6584,4548,5809,1
219996,43415,61790,13479,13686,7036,2267,7215,2
196168,49280,38441,20532,8823,8148,3489,8670,3
206023,34241,39110,29984,26281,6350,3538,13275,4
282492,35551,47151,16744,6954,7426,4463,8661,1
671422,37344,51428,25404,20566,8148,5421,15052,2
221492,50000,53211,22771,18357,8615,9070,21504,3
342992,50611,82677,55291,26636,13030,7606,18689,4
60392,15164,8419,3023,3329,1552,1162,1658,1
52974,24497,14259,5103,2979,1851,1288,1739,2
40150,25927,22160,9426,5989,3167,976,1990,3
38930,18920,17588,12901,6394,3528,2498,2724,4
65194,37310,23230,6640,4919,3024,2165,3575,1
99636,35717,27001,9703,4954,3802,2080,6170,2
61286,45003,29518,14925,6306,6889,1727,4768,3
115755,65518,38569,14763,8995,4976,2809,4183,4
154596,20651,19778,7112,6944,3467,2918,3839,1
110132,15376,34595,12442,5987,4618,4806,6530,2
108984,13091,46901,10860,11297,8252,3115,6479,3
158710,11828,32482,26514,10901,6005,4536,6674,4
281541,43312,26056,16569,11673,5512,3744,6888,1
198867,33229,59644,14209,14342,5858,5357,6640,2
131702,61151,36444,21770,10139,8906,6464,6430,3
167109,62183,52351,22753,19544,6318,6317,5721,4
234422,30478,27740,19160,11827,14566,4896,8794,1
282505,48210,55432,22582,14563,10655,8664,14963,2
416837,62740,56301,29765,24896,9954,6465,17022,3
217671,41565,64489,28146,26025,23513,12181,13119,4
72219,19866,8861,2250,1500,1673,1021,1520,1
23897,17201,9662,5980,3523,1952,1314,3039,2
43205,12796,12828,10388,6623,4899,2492,1627,3
55942,22814,39735,6941,13519,3874,2492,7658,4
83881,28636,16113,8979,5350,2795,1144,4724,1
130005,43703,17444,10914,9219,2827,1554,4345,2
77172,68614,16216,7348,13393,4997,5273,5723,3
120149,20448,17613,9615,7326,8293,6025,6203,4
187169,19317,35358,13984,7470,2551,6797,8311,1
153363,17979,45853,8136,8861,3851,2616,3442,2
89611,20040,23093,21793,12253,5638,4948,5992,3
170308,13080,31064,14909,6403,5205,4098,6531,4
181786,53421,21064,16442,6388,8393,5804,5700,1
206319,40573,100551,12651,15615,7468,3822,8377,2
144462,33799,72190,16411,14262,7310,2820,10244,3
174873,22367,37096,15810,23155,6717,3925,5487,4
273034,39958,53660,18165,10572,9339,5305,6284,1
566757,50220,49036,22015,19016,11647,6890,11811,2
